file;my-result;my-time;vanillaZ3-result;vanillaZ3-time;cvc5-result;cvc5-time;princess-result;princess-time;noodler-result;noodler-time;z3Str3-result;z3Str3-time
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_173.smt2;UNSAT;1066;UNSAT;536;UNSAT;481;UNSAT;1599;UNSAT;357;UNSAT;358
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_174.smt2;SAT;975;SAT;715;SAT;930;SAT;3043;SAT;772;UNKNOWN;2249
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_175.smt2;SAT;1232;SAT;1011;SAT;952;SAT;2532;SAT;614;SAT;778
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_176.smt2;UNSAT;856;UNSAT;656;UNSAT;915;UNSAT;4731;UNSAT;2200;UNSAT;754
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_177.smt2;SAT;766;SAT;887;SAT;1453;SAT;3601;SAT;685;SAT;490
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_178.smt2;UNSAT;665;UNSAT;334;UNSAT;575;UNSAT;1466;UNSAT;494;UNSAT;449
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_179.smt2;SAT;1161;UNKNOWN;10000;SAT;1014;SAT;3985;SAT;712;UNKNOWN;5464
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_18.smt2;SAT;628;SAT;435;SAT;773;SAT;1721;SAT;453;SAT;478
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_180.smt2;UNSAT;661;UNSAT;773;UNSAT;1058;UNSAT;2264;UNSAT;412;UNSAT;293
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_181.smt2;UNSAT;636;UNSAT;334;UNSAT;640;UNSAT;2665;UNSAT;358;UNSAT;321
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_182.smt2;SAT;617;SAT;657;SAT;541;SAT;2023;SAT;623;UNKNOWN;699
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_183.smt2;UNSAT;622;UNSAT;311;UNSAT;808;UNSAT;2607;UNSAT;349;UNSAT;286
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_184.smt2;SAT;519;SAT;302;SAT;478;SAT;1594;SAT;332;SAT;324
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_185.smt2;SAT;660;SAT;335;SAT;611;SAT;3401;SAT;380;SAT;381
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_186.smt2;SAT;718;SAT;608;SAT;1871;SAT;6220;SAT;1981;UNKNOWN;10000
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_187.smt2;UNSAT;1223;UNSAT;896;UNSAT;1510;UNSAT;2890;UNSAT;711;UNSAT;631
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_188.smt2;UNSAT;1199;UNSAT;1041;UNSAT;1375;UNSAT;2709;UNSAT;667;UNSAT;748
