file;my-result;my-time;vanillaZ3-result;vanillaZ3-time;cvc5-result;cvc5-time;princess-result;princess-time;noodler-result;noodler-time;z3Str3-result;z3Str3-time
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_29.smt2;SAT;644;SAT;457;SAT;584;SAT;2524;SAT;580;SAT;499
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_3.smt2;SAT;747;SAT;697;SAT;732;SAT;1939;SAT;869;SAT;911
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_30.smt2;SAT;983;SAT;491;SAT;589;SAT;1651;SAT;494;SAT;449
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_31.smt2;SAT;634;SAT;362;SAT;516;SAT;1634;SAT;356;SAT;413
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_32.smt2;SAT;638;SAT;483;SAT;633;SAT;1849;SAT;542;SAT;482
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_33.smt2;SAT;621;SAT;436;SAT;528;SAT;2711;SAT;534;SAT;558
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_34.smt2;SAT;659;SAT;727;SAT;544;SAT;1727;SAT;545;SAT;806
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_35.smt2;SAT;1329;SAT;1005;SAT;844;SAT;1732;SAT;491;SAT;499
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_36.smt2;SAT;871;SAT;526;SAT;656;UNKNOWN;9239;SAT;528;SAT;491
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_37.smt2;SAT;774;SAT;613;SAT;561;SAT;2397;SAT;376;SAT;355
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_38.smt2;SAT;1082;SAT;1082;SAT;1497;SAT;2537;SAT;540;SAT;702
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_39.smt2;SAT;663;SAT;541;SAT;582;SAT;2845;SAT;564;SAT;488
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_4.smt2;SAT;657;SAT;527;SAT;547;SAT;1533;SAT;686;SAT;932
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_40.smt2;SAT;1271;SAT;1272;SAT;1198;SAT;2991;SAT;1246;SAT;695
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_41.smt2;SAT;842;SAT;369;SAT;691;SAT;2527;SAT;366;SAT;343
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_42.smt2;SAT;705;SAT;496;UNKNOWN;10000;SAT;2487;SAT;517;UNKNOWN;10000
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_43.smt2;SAT;1184;SAT;699;UNKNOWN;10000;SAT;3334;SAT;487;UNKNOWN;10000
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_44.smt2;SAT;661;SAT;360;SAT;561;SAT;1131;SAT;313;SAT;329
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_45.smt2;SAT;611;SAT;387;SAT;514;SAT;2571;SAT;367;SAT;357
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_46.smt2;SAT;659;UNKNOWN;10000;SAT;572;SAT;1838;SAT;488;SAT;513
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_47.smt2;SAT;647;SAT;669;SAT;851;SAT;1954;SAT;575;SAT;503
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_48.smt2;SAT;627;SAT;289;SAT;530;SAT;1754;SAT;663;SAT;701
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_49.smt2;SAT;655;SAT;356;SAT;616;SAT;1557;SAT;654;SAT;677
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_5.smt2;SAT;1002;SAT;701;SAT;957;SAT;1804;SAT;356;SAT;360
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_50.smt2;SAT;696;SAT;501;UNKNOWN;10000;UNKNOWN;10000;SAT;491;UNKNOWN;10000
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_51.smt2;SAT;609;SAT;346;SAT;614;SAT;2286;SAT;347;SAT;473
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track01/01_track_52.smt2;SAT;978;SAT;343;SAT;574;SAT;1520;SAT;635;SAT;403
